starttime	seconds	ctime	dtime	ttime	wait
Fri Oct 13 20:18:06 2023	1697253486	0	1128	1128	1114
Fri Oct 13 20:18:17 2023	1697253497	0	1131	1131	570
Fri Oct 13 20:18:05 2023	1697253485	0	1132	1132	864
Fri Oct 13 20:18:16 2023	1697253496	1	1134	1134	525
Fri Oct 13 20:18:17 2023	1697253497	1	1134	1135	1123
Fri Oct 13 20:18:12 2023	1697253492	0	1141	1141	1008
Fri Oct 13 20:18:09 2023	1697253489	0	1147	1147	1134
Fri Oct 13 20:18:08 2023	1697253488	0	1148	1148	949
Fri Oct 13 20:18:17 2023	1697253497	1	1149	1149	1142
Fri Oct 13 20:18:16 2023	1697253496	0	1156	1156	1050
Fri Oct 13 20:18:05 2023	1697253485	0	1156	1156	958
Fri Oct 13 20:18:07 2023	1697253487	0	1159	1159	1080
Fri Oct 13 20:18:05 2023	1697253485	0	1162	1162	978
Fri Oct 13 20:18:16 2023	1697253496	1	1161	1162	1093
Fri Oct 13 20:18:07 2023	1697253487	0	1163	1163	1072
Fri Oct 13 20:18:05 2023	1697253485	0	1166	1166	947
Fri Oct 13 20:18:12 2023	1697253492	0	1167	1167	1119
Fri Oct 13 20:18:16 2023	1697253496	0	1167	1167	651
Fri Oct 13 20:18:09 2023	1697253489	0	1169	1169	636
Fri Oct 13 20:18:12 2023	1697253492	0	1170	1170	1035
Fri Oct 13 20:18:09 2023	1697253489	0	1171	1171	1154
Fri Oct 13 20:18:05 2023	1697253485	0	1171	1171	557
Fri Oct 13 20:18:05 2023	1697253485	0	1171	1171	1037
Fri Oct 13 20:18:08 2023	1697253488	0	1173	1173	567
Fri Oct 13 20:18:08 2023	1697253488	0	1173	1173	567
Fri Oct 13 20:18:07 2023	1697253487	0	1179	1179	1079
Fri Oct 13 20:18:15 2023	1697253495	0	1181	1181	1153
Fri Oct 13 20:18:05 2023	1697253485	0	1183	1183	1043
Fri Oct 13 20:18:16 2023	1697253496	0	1183	1183	1140
Fri Oct 13 20:18:05 2023	1697253485	0	1183	1183	1059
Fri Oct 13 20:18:05 2023	1697253485	0	1184	1184	1045
Fri Oct 13 20:18:05 2023	1697253485	0	1184	1184	1013
Fri Oct 13 20:18:05 2023	1697253485	0	1184	1184	1042
Fri Oct 13 20:18:16 2023	1697253496	1	1185	1185	1146
Fri Oct 13 20:18:05 2023	1697253485	0	1186	1186	988
Fri Oct 13 20:18:07 2023	1697253487	1	1193	1193	1120
Fri Oct 13 20:18:16 2023	1697253496	0	1196	1196	665
Fri Oct 13 20:18:12 2023	1697253492	0	1199	1199	1166
Fri Oct 13 20:18:12 2023	1697253492	0	1205	1205	1170
Fri Oct 13 20:18:09 2023	1697253489	0	1207	1207	1188
Fri Oct 13 20:18:07 2023	1697253487	0	1211	1211	1119
Fri Oct 13 20:18:17 2023	1697253497	0	1219	1219	736
Fri Oct 13 20:18:16 2023	1697253496	0	1222	1222	1170
Fri Oct 13 20:18:16 2023	1697253496	0	1223	1223	639
Fri Oct 13 20:18:16 2023	1697253496	0	1227	1227	1193
Fri Oct 13 20:18:16 2023	1697253496	0	1227	1227	1164
Fri Oct 13 20:18:07 2023	1697253487	0	1231	1231	1139
Fri Oct 13 20:18:17 2023	1697253497	8	1223	1231	635
Fri Oct 13 20:18:17 2023	1697253497	1	1233	1234	1222
Fri Oct 13 20:18:08 2023	1697253488	1	1234	1235	941
Fri Oct 13 20:18:17 2023	1697253497	0	1248	1248	775
Fri Oct 13 20:18:08 2023	1697253488	1	1248	1249	961
Fri Oct 13 20:18:08 2023	1697253488	0	1254	1254	704
Fri Oct 13 20:18:17 2023	1697253497	1	1258	1258	1250
Fri Oct 13 20:18:16 2023	1697253496	1	1264	1264	1200
Fri Oct 13 20:18:07 2023	1697253487	0	1266	1266	696
Fri Oct 13 20:18:16 2023	1697253496	0	1268	1268	1208
Fri Oct 13 20:18:06 2023	1697253486	0	1271	1271	1131
Fri Oct 13 20:18:08 2023	1697253488	4	1306	1310	1010
Fri Oct 13 20:18:16 2023	1697253496	0	1319	1319	1283
Fri Oct 13 20:18:08 2023	1697253488	0	1321	1321	1030
Fri Oct 13 20:18:08 2023	1697253488	0	1325	1325	1082
Fri Oct 13 20:18:08 2023	1697253488	5	1320	1325	1021
Fri Oct 13 20:18:08 2023	1697253488	0	1329	1329	949
Fri Oct 13 20:18:08 2023	1697253488	0	1329	1329	1085
Fri Oct 13 20:18:16 2023	1697253496	0	1336	1336	1286
Fri Oct 13 20:18:17 2023	1697253497	0	1336	1336	1323
Fri Oct 13 20:18:08 2023	1697253488	0	1337	1337	1086
Fri Oct 13 20:18:16 2023	1697253496	0	1343	1343	1294
Fri Oct 13 20:18:08 2023	1697253488	0	1347	1347	1109
Fri Oct 13 20:18:08 2023	1697253488	0	1391	1391	1100
Fri Oct 13 20:18:16 2023	1697253496	0	1411	1411	939
Fri Oct 13 20:18:08 2023	1697253488	0	1474	1474	894
Fri Oct 13 20:18:08 2023	1697253488	0	1476	1476	867
Fri Oct 13 20:18:08 2023	1697253488	0	1491	1491	1187
Fri Oct 13 20:18:08 2023	1697253488	0	1497	1497	940
Fri Oct 13 20:18:08 2023	1697253488	0	1553	1553	1254
