starttime	seconds	ctime	dtime	ttime	wait
Fri Oct 13 20:17:33 2023	1697253453	0	234	234	121
Fri Oct 13 20:17:29 2023	1697253449	0	234	235	223
Fri Oct 13 20:17:29 2023	1697253449	1	234	235	222
Fri Oct 13 20:17:29 2023	1697253449	0	236	236	74
Fri Oct 13 20:17:27 2023	1697253447	0	236	236	230
Fri Oct 13 20:17:24 2023	1697253444	0	239	239	236
Fri Oct 13 20:17:26 2023	1697253446	1	239	239	231
Fri Oct 13 20:17:29 2023	1697253449	0	239	239	230
Fri Oct 13 20:17:36 2023	1697253456	0	240	240	174
Fri Oct 13 20:17:27 2023	1697253447	0	242	242	191
Fri Oct 13 20:17:27 2023	1697253447	0	245	245	158
Fri Oct 13 20:17:27 2023	1697253447	0	245	245	150
Fri Oct 13 20:17:36 2023	1697253456	2	244	246	132
Fri Oct 13 20:17:27 2023	1697253447	0	247	247	238
Fri Oct 13 20:17:36 2023	1697253456	0	247	247	108
Fri Oct 13 20:17:36 2023	1697253456	0	247	247	168
Fri Oct 13 20:17:36 2023	1697253456	0	249	249	120
Fri Oct 13 20:17:36 2023	1697253456	0	249	249	85
Fri Oct 13 20:17:36 2023	1697253456	0	250	250	109
Fri Oct 13 20:17:33 2023	1697253453	0	250	250	105
Fri Oct 13 20:17:36 2023	1697253456	3	247	250	109
Fri Oct 13 20:17:36 2023	1697253456	10	241	251	75
Fri Oct 13 20:17:36 2023	1697253456	0	251	251	244
Fri Oct 13 20:17:36 2023	1697253456	0	251	251	163
Fri Oct 13 20:17:27 2023	1697253447	0	252	252	201
Fri Oct 13 20:17:32 2023	1697253452	0	252	252	65
Fri Oct 13 20:17:36 2023	1697253456	1	252	252	245
Fri Oct 13 20:17:32 2023	1697253452	0	252	252	71
Fri Oct 13 20:17:32 2023	1697253452	0	253	253	107
Fri Oct 13 20:17:33 2023	1697253453	1	252	253	128
Fri Oct 13 20:17:26 2023	1697253446	0	253	253	185
Fri Oct 13 20:17:33 2023	1697253453	1	253	254	106
Fri Oct 13 20:17:32 2023	1697253452	0	254	254	79
Fri Oct 13 20:17:29 2023	1697253449	2	253	255	243
Fri Oct 13 20:17:36 2023	1697253456	2	255	256	170
Fri Oct 13 20:17:36 2023	1697253456	0	258	258	203
Fri Oct 13 20:17:32 2023	1697253452	1	257	258	127
Fri Oct 13 20:17:26 2023	1697253446	0	258	258	152
Fri Oct 13 20:17:36 2023	1697253456	0	259	259	198
Fri Oct 13 20:17:36 2023	1697253456	0	260	260	42
Fri Oct 13 20:17:36 2023	1697253456	0	261	261	213
Fri Oct 13 20:17:27 2023	1697253447	5	256	261	233
Fri Oct 13 20:17:29 2023	1697253449	1	261	262	54
Fri Oct 13 20:17:26 2023	1697253446	0	262	262	201
Fri Oct 13 20:17:26 2023	1697253446	0	263	263	182
