starttime	seconds	ctime	dtime	ttime	wait
Fri Oct 13 20:17:36 2023	1697253456	0	266	266	118
Fri Oct 13 20:17:39 2023	1697253459	0	267	267	258
Fri Oct 13 20:17:27 2023	1697253447	1	267	268	144
Fri Oct 13 20:17:36 2023	1697253456	1	268	268	261
Fri Oct 13 20:17:36 2023	1697253456	0	268	268	124
Fri Oct 13 20:17:26 2023	1697253446	1	269	269	257
Fri Oct 13 20:17:32 2023	1697253452	1	269	270	83
Fri Oct 13 20:17:32 2023	1697253452	0	271	271	95
Fri Oct 13 20:17:36 2023	1697253456	0	272	272	87
Fri Oct 13 20:17:26 2023	1697253446	1	274	274	163
Fri Oct 13 20:17:26 2023	1697253446	0	275	275	268
Fri Oct 13 20:17:26 2023	1697253446	0	275	275	209
Fri Oct 13 20:17:32 2023	1697253452	1	276	276	100
Fri Oct 13 20:17:36 2023	1697253456	0	277	277	45
Fri Oct 13 20:17:26 2023	1697253446	0	277	277	102
Fri Oct 13 20:17:26 2023	1697253446	0	278	278	158
Fri Oct 13 20:17:26 2023	1697253446	1	279	280	271
Fri Oct 13 20:17:29 2023	1697253449	0	280	280	274
Fri Oct 13 20:17:36 2023	1697253456	0	281	281	266
Fri Oct 13 20:17:37 2023	1697253457	0	282	282	45
Fri Oct 13 20:17:32 2023	1697253452	0	282	282	137
Fri Oct 13 20:17:26 2023	1697253446	0	283	283	277
Fri Oct 13 20:17:37 2023	1697253457	0	283	283	49
Fri Oct 13 20:17:37 2023	1697253457	0	284	284	48
Fri Oct 13 20:17:26 2023	1697253446	0	284	284	106
Fri Oct 13 20:17:37 2023	1697253457	3	282	285	49
Fri Oct 13 20:17:26 2023	1697253446	1	284	285	99
Fri Oct 13 20:17:36 2023	1697253456	0	286	286	50
Fri Oct 13 20:17:29 2023	1697253449	0	287	287	67
Fri Oct 13 20:17:26 2023	1697253446	1	288	290	87
Fri Oct 13 20:17:31 2023	1697253451	0	290	290	106
Fri Oct 13 20:17:39 2023	1697253459	0	292	292	283
Fri Oct 13 20:17:33 2023	1697253453	0	292	292	88
Fri Oct 13 20:17:32 2023	1697253452	0	293	293	287
Fri Oct 13 20:17:26 2023	1697253446	0	294	294	73
Fri Oct 13 20:17:37 2023	1697253457	0	294	294	285
Fri Oct 13 20:17:31 2023	1697253451	0	295	295	95
Fri Oct 13 20:17:33 2023	1697253453	0	298	298	70
Fri Oct 13 20:17:26 2023	1697253446	0	299	299	66
Fri Oct 13 20:17:26 2023	1697253446	0	300	300	292
Fri Oct 13 20:17:29 2023	1697253449	2	299	301	287
Fri Oct 13 20:17:26 2023	1697253446	0	301	301	85
Fri Oct 13 20:17:36 2023	1697253456	3	299	302	288
Fri Oct 13 20:17:32 2023	1697253452	0	302	302	275
Fri Oct 13 20:17:30 2023	1697253450	0	303	303	245
Fri Oct 13 20:17:27 2023	1697253447	1	303	304	296
Fri Oct 13 20:17:26 2023	1697253446	0	305	305	296
Fri Oct 13 20:17:29 2023	1697253449	1	305	306	55
Fri Oct 13 20:17:31 2023	1697253451	0	306	306	79
Fri Oct 13 20:17:32 2023	1697253452	0	306	306	278
Fri Oct 13 20:17:31 2023	1697253451	1	306	306	132
Fri Oct 13 20:17:36 2023	1697253456	0	307	307	40
Fri Oct 13 20:17:32 2023	1697253452	0	308	308	281
Fri Oct 13 20:17:38 2023	1697253458	0	309	309	188
Fri Oct 13 20:17:32 2023	1697253452	0	310	310	281
Fri Oct 13 20:17:24 2023	1697253444	0	312	312	303
Fri Oct 13 20:17:27 2023	1697253447	1	311	312	303
Fri Oct 13 20:17:24 2023	1697253444	1	311	313	301
Fri Oct 13 20:17:32 2023	1697253452	1	312	313	306
Fri Oct 13 20:17:26 2023	1697253446	0	314	314	309
Fri Oct 13 20:17:27 2023	1697253447	1	315	315	306
Fri Oct 13 20:17:28 2023	1697253448	0	316	316	147
Fri Oct 13 20:17:29 2023	1697253449	0	316	316	309
Fri Oct 13 20:17:38 2023	1697253458	0	316	316	233
Fri Oct 13 20:17:26 2023	1697253446	0	317	317	309
Fri Oct 13 20:17:32 2023	1697253452	0	318	318	276
Fri Oct 13 20:17:38 2023	1697253458	0	320	320	232
Fri Oct 13 20:17:26 2023	1697253446	1	322	323	317
Fri Oct 13 20:17:33 2023	1697253453	1	323	323	277
Fri Oct 13 20:17:38 2023	1697253458	0	324	324	273
Fri Oct 13 20:17:33 2023	1697253453	0	324	324	286
Fri Oct 13 20:17:26 2023	1697253446	2	323	324	80
Fri Oct 13 20:17:39 2023	1697253459	0	328	328	317
Fri Oct 13 20:17:37 2023	1697253457	0	329	329	322
Fri Oct 13 20:17:33 2023	1697253453	0	329	329	293
Fri Oct 13 20:17:32 2023	1697253452	0	330	330	307
Fri Oct 13 20:17:33 2023	1697253453	7	323	330	278
Fri Oct 13 20:17:33 2023	1697253453	0	332	332	301
Fri Oct 13 20:17:31 2023	1697253451	0	333	333	49
Fri Oct 13 20:17:27 2023	1697253447	1	332	333	325
Fri Oct 13 20:17:33 2023	1697253453	6	326	333	218
Fri Oct 13 20:17:32 2023	1697253452	0	333	333	322
Fri Oct 13 20:17:29 2023	1697253449	0	333	333	326
Fri Oct 13 20:17:33 2023	1697253453	0	334	334	324
Fri Oct 13 20:17:34 2023	1697253454	0	334	334	311
Fri Oct 13 20:17:33 2023	1697253453	0	334	334	231
Fri Oct 13 20:17:34 2023	1697253454	0	335	335	327
Fri Oct 13 20:17:32 2023	1697253452	0	335	335	308
Fri Oct 13 20:17:26 2023	1697253446	0	336	336	328
Fri Oct 13 20:17:27 2023	1697253447	0	336	336	233
Fri Oct 13 20:17:32 2023	1697253452	3	333	336	278
Fri Oct 13 20:17:37 2023	1697253457	0	336	336	78
Fri Oct 13 20:17:29 2023	1697253449	0	337	337	326
Fri Oct 13 20:17:37 2023	1697253457	0	338	338	78
Fri Oct 13 20:17:37 2023	1697253457	1	338	339	335
Fri Oct 13 20:17:29 2023	1697253449	0	339	339	62
Fri Oct 13 20:17:37 2023	1697253457	0	339	339	79
Fri Oct 13 20:17:37 2023	1697253457	0	340	340	79
Fri Oct 13 20:17:24 2023	1697253444	0	340	340	333
Fri Oct 13 20:17:32 2023	1697253452	2	338	340	331
Fri Oct 13 20:17:37 2023	1697253457	0	340	340	95
Fri Oct 13 20:17:27 2023	1697253447	0	341	341	209
Fri Oct 13 20:17:28 2023	1697253448	0	341	341	122
Fri Oct 13 20:17:29 2023	1697253449	0	342	342	333
Fri Oct 13 20:17:37 2023	1697253457	0	342	342	301
Fri Oct 13 20:17:34 2023	1697253454	0	342	342	335
Fri Oct 13 20:17:29 2023	1697253449	0	343	343	110
Fri Oct 13 20:17:29 2023	1697253449	0	343	343	124
Fri Oct 13 20:17:26 2023	1697253446	1	343	343	332
Fri Oct 13 20:17:32 2023	1697253452	0	344	344	307
Fri Oct 13 20:17:24 2023	1697253444	0	344	344	334
Fri Oct 13 20:17:28 2023	1697253448	0	344	344	136
Fri Oct 13 20:17:26 2023	1697253446	0	346	346	87
Fri Oct 13 20:17:39 2023	1697253459	1	345	346	269
Fri Oct 13 20:17:31 2023	1697253451	0	346	346	112
Fri Oct 13 20:17:27 2023	1697253447	0	346	346	133
Fri Oct 13 20:17:34 2023	1697253454	0	348	348	340
Fri Oct 13 20:17:27 2023	1697253447	0	348	348	335
Fri Oct 13 20:17:29 2023	1697253449	0	348	348	79
Fri Oct 13 20:17:26 2023	1697253446	0	349	350	339
Fri Oct 13 20:17:24 2023	1697253444	0	350	350	343
Fri Oct 13 20:17:33 2023	1697253453	1	349	351	224
Fri Oct 13 20:17:36 2023	1697253456	0	351	351	343
Fri Oct 13 20:17:26 2023	1697253446	0	351	351	81
Fri Oct 13 20:17:38 2023	1697253458	1	352	352	288
Fri Oct 13 20:17:29 2023	1697253449	0	353	353	346
Fri Oct 13 20:17:31 2023	1697253451	1	353	354	38
Fri Oct 13 20:17:32 2023	1697253452	0	354	354	300
Fri Oct 13 20:17:37 2023	1697253457	0	355	355	136
Fri Oct 13 20:17:26 2023	1697253446	0	356	356	54
Fri Oct 13 20:17:33 2023	1697253453	3	354	357	106
Fri Oct 13 20:17:33 2023	1697253453	7	350	357	342
Fri Oct 13 20:17:31 2023	1697253451	1	357	358	51
Fri Oct 13 20:17:36 2023	1697253456	0	358	358	351
Fri Oct 13 20:17:36 2023	1697253456	0	358	358	350
Fri Oct 13 20:17:35 2023	1697253455	0	358	359	335
Fri Oct 13 20:17:37 2023	1697253457	1	359	360	352
Fri Oct 13 20:17:33 2023	1697253453	0	360	360	353
Fri Oct 13 20:17:24 2023	1697253444	0	360	360	352
Fri Oct 13 20:17:30 2023	1697253450	7	354	361	344
Fri Oct 13 20:17:33 2023	1697253453	0	362	362	255
Fri Oct 13 20:17:34 2023	1697253454	0	364	364	360
Fri Oct 13 20:17:32 2023	1697253452	0	365	365	325
Fri Oct 13 20:17:24 2023	1697253444	1	364	366	356
Fri Oct 13 20:17:31 2023	1697253451	0	367	367	105
Fri Oct 13 20:17:26 2023	1697253446	0	368	368	67
Fri Oct 13 20:17:27 2023	1697253447	0	368	368	331
Fri Oct 13 20:17:26 2023	1697253446	1	368	368	51
Fri Oct 13 20:17:34 2023	1697253454	1	368	369	342
Fri Oct 13 20:17:34 2023	1697253454	0	369	369	362
Fri Oct 13 20:17:34 2023	1697253454	0	369	369	354
Fri Oct 13 20:17:39 2023	1697253459	0	369	369	363
Fri Oct 13 20:17:27 2023	1697253447	1	369	369	360
Fri Oct 13 20:17:34 2023	1697253454	5	365	370	353
Fri Oct 13 20:17:34 2023	1697253454	0	370	370	362
Fri Oct 13 20:17:34 2023	1697253454	0	371	371	353
Fri Oct 13 20:17:36 2023	1697253456	0	371	371	365
Fri Oct 13 20:17:35 2023	1697253455	0	372	372	359
Fri Oct 13 20:17:30 2023	1697253450	0	372	372	360
Fri Oct 13 20:17:32 2023	1697253452	0	373	373	367
Fri Oct 13 20:17:33 2023	1697253453	0	375	375	272
Fri Oct 13 20:17:34 2023	1697253454	0	375	375	368
Fri Oct 13 20:17:32 2023	1697253452	0	375	375	338
Fri Oct 13 20:17:34 2023	1697253454	0	377	377	354
Fri Oct 13 20:17:24 2023	1697253444	0	378	378	370
Fri Oct 13 20:17:31 2023	1697253451	0	378	378	49
Fri Oct 13 20:17:37 2023	1697253457	1	378	379	371
Fri Oct 13 20:17:35 2023	1697253455	1	379	379	373
Fri Oct 13 20:17:32 2023	1697253452	0	381	381	366
Fri Oct 13 20:17:34 2023	1697253454	0	381	381	362
Fri Oct 13 20:17:26 2023	1697253446	0	382	382	373
Fri Oct 13 20:17:32 2023	1697253452	0	382	382	377
Fri Oct 13 20:17:27 2023	1697253447	0	383	383	377
Fri Oct 13 20:17:35 2023	1697253455	0	384	384	374
Fri Oct 13 20:17:32 2023	1697253452	1	384	384	378
Fri Oct 13 20:17:24 2023	1697253444	0	385	385	374
Fri Oct 13 20:17:35 2023	1697253455	0	385	385	361
Fri Oct 13 20:17:38 2023	1697253458	0	385	385	355
Fri Oct 13 20:17:32 2023	1697253452	0	386	386	354
Fri Oct 13 20:17:26 2023	1697253446	1	386	387	379
Fri Oct 13 20:17:31 2023	1697253451	0	387	387	72
Fri Oct 13 20:17:31 2023	1697253451	0	387	387	86
Fri Oct 13 20:17:28 2023	1697253448	1	386	387	195
Fri Oct 13 20:17:27 2023	1697253447	0	387	387	230
Fri Oct 13 20:17:32 2023	1697253452	0	387	387	364
Fri Oct 13 20:17:32 2023	1697253452	2	387	389	372
Fri Oct 13 20:17:35 2023	1697253455	1	389	390	381
Fri Oct 13 20:17:32 2023	1697253452	0	390	390	358
Fri Oct 13 20:17:34 2023	1697253454	0	390	390	381
Fri Oct 13 20:17:35 2023	1697253455	0	391	391	366
Fri Oct 13 20:17:32 2023	1697253452	1	392	392	352
Fri Oct 13 20:17:39 2023	1697253459	0	393	393	290
Fri Oct 13 20:17:32 2023	1697253452	1	392	394	371
Fri Oct 13 20:17:28 2023	1697253448	4	390	394	207
Fri Oct 13 20:17:32 2023	1697253452	1	393	394	375
Fri Oct 13 20:17:34 2023	1697253454	0	394	394	370
Fri Oct 13 20:17:34 2023	1697253454	0	395	395	387
Fri Oct 13 20:17:32 2023	1697253452	6	389	395	372
Fri Oct 13 20:17:34 2023	1697253454	0	396	396	386
Fri Oct 13 20:17:28 2023	1697253448	2	395	397	212
Fri Oct 13 20:17:26 2023	1697253446	1	397	397	76
Fri Oct 13 20:17:32 2023	1697253452	0	398	398	387
Fri Oct 13 20:17:28 2023	1697253448	0	398	398	189
Fri Oct 13 20:17:32 2023	1697253452	0	398	398	387
Fri Oct 13 20:17:31 2023	1697253451	0	398	398	55
Fri Oct 13 20:17:34 2023	1697253454	0	400	400	394
Fri Oct 13 20:17:32 2023	1697253452	0	400	400	389
Fri Oct 13 20:17:35 2023	1697253455	0	400	400	347
Fri Oct 13 20:17:38 2023	1697253458	0	402	402	396
Fri Oct 13 20:17:32 2023	1697253452	0	402	402	393
Fri Oct 13 20:17:29 2023	1697253449	1	402	402	393
Fri Oct 13 20:17:36 2023	1697253456	1	403	404	394
Fri Oct 13 20:17:36 2023	1697253456	0	405	405	399
Fri Oct 13 20:17:34 2023	1697253454	0	406	406	379
Fri Oct 13 20:17:32 2023	1697253452	0	407	407	400
Fri Oct 13 20:17:26 2023	1697253446	9	398	407	109
Fri Oct 13 20:17:34 2023	1697253454	0	408	408	402
Fri Oct 13 20:17:26 2023	1697253446	0	408	408	400
Fri Oct 13 20:17:38 2023	1697253458	0	409	409	360
Fri Oct 13 20:17:27 2023	1697253447	0	409	409	113
Fri Oct 13 20:17:38 2023	1697253458	2	408	411	280
Fri Oct 13 20:17:26 2023	1697253446	0	411	411	402
Fri Oct 13 20:17:31 2023	1697253451	0	412	412	59
Fri Oct 13 20:17:26 2023	1697253446	0	412	412	404
Fri Oct 13 20:17:33 2023	1697253453	0	412	412	404
Fri Oct 13 20:17:26 2023	1697253446	2	411	413	403
Fri Oct 13 20:17:26 2023	1697253446	1	414	415	97
Fri Oct 13 20:17:33 2023	1697253453	0	415	415	350
Fri Oct 13 20:17:34 2023	1697253454	0	415	415	388
Fri Oct 13 20:17:34 2023	1697253454	0	415	415	371
Fri Oct 13 20:17:29 2023	1697253449	0	416	416	407
Fri Oct 13 20:17:38 2023	1697253458	0	418	418	413
Fri Oct 13 20:17:32 2023	1697253452	0	419	419	406
Fri Oct 13 20:17:26 2023	1697253446	1	418	419	412
Fri Oct 13 20:17:34 2023	1697253454	0	419	419	392
Fri Oct 13 20:17:36 2023	1697253456	5	416	420	407
Fri Oct 13 20:17:32 2023	1697253452	0	421	421	332
Fri Oct 13 20:17:28 2023	1697253448	1	420	421	126
Fri Oct 13 20:17:32 2023	1697253452	0	421	421	414
Fri Oct 13 20:17:35 2023	1697253455	1	421	421	382
Fri Oct 13 20:17:29 2023	1697253449	0	421	421	411
Fri Oct 13 20:17:26 2023	1697253446	0	421	422	69
Fri Oct 13 20:17:31 2023	1697253451	1	422	423	59
Fri Oct 13 20:17:32 2023	1697253452	0	423	423	392
Fri Oct 13 20:17:34 2023	1697253454	0	423	424	411
Fri Oct 13 20:17:34 2023	1697253454	0	424	424	399
Fri Oct 13 20:17:31 2023	1697253451	0	425	425	41
Fri Oct 13 20:17:34 2023	1697253454	0	426	426	418
Fri Oct 13 20:17:27 2023	1697253447	0	426	426	244
Fri Oct 13 20:17:31 2023	1697253451	1	426	426	77
Fri Oct 13 20:17:35 2023	1697253455	0	426	426	381
Fri Oct 13 20:17:34 2023	1697253454	0	427	427	400
Fri Oct 13 20:17:29 2023	1697253449	0	429	429	209
Fri Oct 13 20:17:26 2023	1697253446	0	429	429	418
Fri Oct 13 20:17:24 2023	1697253444	0	430	430	387
Fri Oct 13 20:17:32 2023	1697253452	0	430	430	397
Fri Oct 13 20:17:27 2023	1697253447	0	430	430	302
Fri Oct 13 20:17:34 2023	1697253454	1	432	433	421
Fri Oct 13 20:17:27 2023	1697253447	0	435	435	298
Fri Oct 13 20:17:26 2023	1697253446	0	438	438	430
Fri Oct 13 20:17:36 2023	1697253456	2	438	439	425
Fri Oct 13 20:17:32 2023	1697253452	0	439	439	384
Fri Oct 13 20:17:34 2023	1697253454	0	440	440	431
Fri Oct 13 20:17:32 2023	1697253452	0	441	441	434
Fri Oct 13 20:17:37 2023	1697253457	0	442	442	377
Fri Oct 13 20:17:34 2023	1697253454	0	443	443	439
Fri Oct 13 20:17:35 2023	1697253455	1	443	444	330
Fri Oct 13 20:17:26 2023	1697253446	0	444	444	76
Fri Oct 13 20:17:36 2023	1697253456	0	445	445	435
Fri Oct 13 20:17:36 2023	1697253456	0	445	445	433
Fri Oct 13 20:17:26 2023	1697253446	0	445	445	438
Fri Oct 13 20:17:29 2023	1697253449	1	445	446	434
Fri Oct 13 20:17:26 2023	1697253446	1	446	446	64
Fri Oct 13 20:17:34 2023	1697253454	0	448	448	423
Fri Oct 13 20:17:34 2023	1697253454	0	448	448	439
Fri Oct 13 20:17:38 2023	1697253458	0	448	448	307
Fri Oct 13 20:17:26 2023	1697253446	0	448	448	440
Fri Oct 13 20:17:29 2023	1697253449	0	450	450	185
Fri Oct 13 20:17:32 2023	1697253452	0	450	450	440
Fri Oct 13 20:17:32 2023	1697253452	0	450	450	445
Fri Oct 13 20:17:29 2023	1697253449	0	450	450	199
Fri Oct 13 20:17:29 2023	1697253449	0	450	450	170
Fri Oct 13 20:17:27 2023	1697253447	0	451	451	340
Fri Oct 13 20:17:26 2023	1697253446	2	450	452	441
Fri Oct 13 20:17:37 2023	1697253457	1	452	453	364
Fri Oct 13 20:17:31 2023	1697253451	5	448	453	40
Fri Oct 13 20:17:34 2023	1697253454	0	453	453	440
Fri Oct 13 20:17:38 2023	1697253458	0	454	454	393
Fri Oct 13 20:17:26 2023	1697253446	2	453	455	447
Fri Oct 13 20:17:26 2023	1697253446	0	456	456	63
Fri Oct 13 20:17:29 2023	1697253449	1	455	456	448
Fri Oct 13 20:17:29 2023	1697253449	0	457	457	324
Fri Oct 13 20:17:36 2023	1697253456	0	457	457	447
Fri Oct 13 20:17:28 2023	1697253448	0	458	458	448
Fri Oct 13 20:17:34 2023	1697253454	0	458	458	454
Fri Oct 13 20:17:30 2023	1697253450	0	459	459	448
Fri Oct 13 20:17:26 2023	1697253446	0	459	459	453
Fri Oct 13 20:17:37 2023	1697253457	1	461	461	377
Fri Oct 13 20:17:24 2023	1697253444	1	461	462	391
Fri Oct 13 20:17:30 2023	1697253450	0	462	462	453
Fri Oct 13 20:17:34 2023	1697253454	0	463	463	438
Fri Oct 13 20:17:35 2023	1697253455	0	463	463	441
Fri Oct 13 20:17:29 2023	1697253449	0	464	464	458
Fri Oct 13 20:17:37 2023	1697253457	1	464	465	380
Fri Oct 13 20:17:34 2023	1697253454	0	467	467	454
Fri Oct 13 20:17:30 2023	1697253450	0	469	469	460
Fri Oct 13 20:17:34 2023	1697253454	0	470	470	460
Fri Oct 13 20:17:24 2023	1697253444	0	470	470	428
Fri Oct 13 20:17:29 2023	1697253449	0	470	470	191
Fri Oct 13 20:17:36 2023	1697253456	0	471	471	462
Fri Oct 13 20:17:29 2023	1697253449	0	471	471	188
Fri Oct 13 20:17:35 2023	1697253455	1	470	471	422
Fri Oct 13 20:17:37 2023	1697253457	0	472	472	394
Fri Oct 13 20:17:31 2023	1697253451	0	472	472	63
Fri Oct 13 20:17:28 2023	1697253448	1	471	472	429
Fri Oct 13 20:17:38 2023	1697253458	0	472	472	420
Fri Oct 13 20:17:28 2023	1697253448	1	472	473	406
Fri Oct 13 20:17:37 2023	1697253457	0	473	473	398
Fri Oct 13 20:17:24 2023	1697253444	0	473	473	445
Fri Oct 13 20:17:34 2023	1697253454	0	473	473	460
Fri Oct 13 20:17:28 2023	1697253448	2	472	473	250
Fri Oct 13 20:17:24 2023	1697253444	5	469	474	461
Fri Oct 13 20:17:32 2023	1697253452	0	474	474	469
Fri Oct 13 20:17:32 2023	1697253452	0	475	475	376
Fri Oct 13 20:17:34 2023	1697253454	0	475	475	465
Fri Oct 13 20:17:34 2023	1697253454	0	475	475	452
Fri Oct 13 20:17:29 2023	1697253449	1	476	476	458
Fri Oct 13 20:17:38 2023	1697253458	0	477	477	469
Fri Oct 13 20:17:36 2023	1697253456	0	477	477	466
Fri Oct 13 20:17:24 2023	1697253444	0	477	477	462
Fri Oct 13 20:17:39 2023	1697253459	0	477	477	473
Fri Oct 13 20:17:35 2023	1697253455	0	479	479	440
Fri Oct 13 20:17:36 2023	1697253456	1	478	479	469
Fri Oct 13 20:17:28 2023	1697253448	0	479	479	423
Fri Oct 13 20:17:35 2023	1697253455	0	480	480	458
Fri Oct 13 20:17:29 2023	1697253449	1	479	480	469
Fri Oct 13 20:17:26 2023	1697253446	0	481	481	48
Fri Oct 13 20:17:24 2023	1697253444	0	481	481	422
Fri Oct 13 20:17:37 2023	1697253457	1	481	481	399
Fri Oct 13 20:17:27 2023	1697253447	0	481	481	329
Fri Oct 13 20:17:36 2023	1697253456	0	481	481	475
Fri Oct 13 20:17:24 2023	1697253444	0	482	482	449
Fri Oct 13 20:17:24 2023	1697253444	0	482	482	465
Fri Oct 13 20:17:29 2023	1697253449	0	483	483	472
Fri Oct 13 20:17:30 2023	1697253450	1	483	484	472
Fri Oct 13 20:17:27 2023	1697253447	0	485	485	331
Fri Oct 13 20:17:32 2023	1697253452	1	484	485	475
Fri Oct 13 20:17:29 2023	1697253449	1	485	486	477
Fri Oct 13 20:17:28 2023	1697253448	1	485	486	276
Fri Oct 13 20:17:38 2023	1697253458	0	487	487	479
Fri Oct 13 20:17:29 2023	1697253449	1	487	487	477
Fri Oct 13 20:17:27 2023	1697253447	1	487	488	325
Fri Oct 13 20:17:24 2023	1697253444	0	488	488	474
Fri Oct 13 20:17:28 2023	1697253448	1	488	488	465
Fri Oct 13 20:17:26 2023	1697253446	0	488	488	51
Fri Oct 13 20:17:38 2023	1697253458	1	487	488	478
Fri Oct 13 20:17:34 2023	1697253454	0	489	489	482
Fri Oct 13 20:17:32 2023	1697253452	0	489	489	450
Fri Oct 13 20:17:31 2023	1697253451	0	490	490	58
Fri Oct 13 20:17:29 2023	1697253449	0	491	491	164
Fri Oct 13 20:17:28 2023	1697253448	0	494	494	448
Fri Oct 13 20:17:26 2023	1697253446	2	492	495	51
Fri Oct 13 20:17:38 2023	1697253458	1	495	495	488
Fri Oct 13 20:17:26 2023	1697253446	0	496	496	71
Fri Oct 13 20:17:38 2023	1697253458	1	494	496	485
Fri Oct 13 20:17:26 2023	1697253446	1	494	496	63
Fri Oct 13 20:17:34 2023	1697253454	0	496	496	488
Fri Oct 13 20:17:35 2023	1697253455	1	496	496	199
Fri Oct 13 20:17:34 2023	1697253454	0	496	496	488
Fri Oct 13 20:17:35 2023	1697253455	1	496	496	190
Fri Oct 13 20:17:24 2023	1697253444	1	495	497	481
Fri Oct 13 20:17:35 2023	1697253455	1	496	497	193
Fri Oct 13 20:17:26 2023	1697253446	0	497	497	99
Fri Oct 13 20:17:24 2023	1697253444	4	494	497	484
Fri Oct 13 20:17:34 2023	1697253454	0	498	498	477
Fri Oct 13 20:17:35 2023	1697253455	0	500	500	493
Fri Oct 13 20:17:33 2023	1697253453	0	500	500	420
Fri Oct 13 20:17:29 2023	1697253449	0	501	501	269
Fri Oct 13 20:17:29 2023	1697253449	0	501	501	494
Fri Oct 13 20:17:33 2023	1697253453	0	502	502	493
Fri Oct 13 20:17:36 2023	1697253456	0	502	502	493
Fri Oct 13 20:17:29 2023	1697253449	0	502	502	170
Fri Oct 13 20:17:38 2023	1697253458	1	502	503	480
Fri Oct 13 20:17:29 2023	1697253449	4	499	503	491
Fri Oct 13 20:17:34 2023	1697253454	0	504	504	499
Fri Oct 13 20:17:29 2023	1697253449	1	504	505	475
Fri Oct 13 20:17:26 2023	1697253446	0	506	506	78
Fri Oct 13 20:17:38 2023	1697253458	0	507	507	482
Fri Oct 13 20:17:35 2023	1697253455	0	507	507	492
Fri Oct 13 20:17:32 2023	1697253452	3	504	507	489
Fri Oct 13 20:17:36 2023	1697253456	0	508	508	497
Fri Oct 13 20:17:24 2023	1697253444	0	509	509	493
Fri Oct 13 20:17:24 2023	1697253444	0	510	510	495
Fri Oct 13 20:17:29 2023	1697253449	1	509	510	503
Fri Oct 13 20:17:32 2023	1697253452	0	511	511	505
Fri Oct 13 20:17:28 2023	1697253448	0	511	511	121
Fri Oct 13 20:17:34 2023	1697253454	0	513	513	491
Fri Oct 13 20:17:38 2023	1697253458	0	513	513	358
Fri Oct 13 20:17:34 2023	1697253454	0	514	514	493
Fri Oct 13 20:17:28 2023	1697253448	1	515	516	459
Fri Oct 13 20:17:24 2023	1697253444	0	516	516	502
Fri Oct 13 20:17:35 2023	1697253455	0	517	517	493
Fri Oct 13 20:17:35 2023	1697253455	0	517	517	249
Fri Oct 13 20:17:38 2023	1697253458	0	517	517	500
Fri Oct 13 20:17:34 2023	1697253454	0	518	518	509
Fri Oct 13 20:17:38 2023	1697253458	0	521	521	513
Fri Oct 13 20:17:32 2023	1697253452	0	521	521	514
Fri Oct 13 20:17:35 2023	1697253455	0	522	522	248
Fri Oct 13 20:17:29 2023	1697253449	0	523	523	263
Fri Oct 13 20:17:27 2023	1697253447	0	523	523	201
Fri Oct 13 20:17:29 2023	1697253449	0	523	523	372
Fri Oct 13 20:17:30 2023	1697253450	0	524	524	468
Fri Oct 13 20:17:35 2023	1697253455	1	525	526	417
Fri Oct 13 20:17:30 2023	1697253450	0	528	528	520
Fri Oct 13 20:17:37 2023	1697253457	0	528	528	393
Fri Oct 13 20:17:37 2023	1697253457	0	528	528	393
Fri Oct 13 20:17:28 2023	1697253448	0	529	529	277
Fri Oct 13 20:17:34 2023	1697253454	0	529	529	509
Fri Oct 13 20:17:31 2023	1697253451	1	528	529	62
Fri Oct 13 20:17:38 2023	1697253458	1	528	529	522
Fri Oct 13 20:17:34 2023	1697253454	0	529	529	517
Fri Oct 13 20:17:39 2023	1697253459	0	531	531	512
Fri Oct 13 20:17:29 2023	1697253449	1	532	534	157
Fri Oct 13 20:17:38 2023	1697253458	0	534	534	513
Fri Oct 13 20:17:34 2023	1697253454	0	534	534	501
Fri Oct 13 20:17:34 2023	1697253454	1	534	535	469
Fri Oct 13 20:17:39 2023	1697253459	0	536	536	525
Fri Oct 13 20:17:35 2023	1697253455	0	536	536	504
Fri Oct 13 20:17:24 2023	1697253444	1	536	537	512
Fri Oct 13 20:17:24 2023	1697253444	0	537	537	511
Fri Oct 13 20:17:27 2023	1697253447	0	538	538	191
Fri Oct 13 20:17:34 2023	1697253454	0	538	538	528
Fri Oct 13 20:17:30 2023	1697253450	0	540	540	482
Fri Oct 13 20:17:28 2023	1697253448	1	539	540	470
Fri Oct 13 20:17:28 2023	1697253448	0	540	540	478
Fri Oct 13 20:17:30 2023	1697253450	0	540	540	524
Fri Oct 13 20:17:35 2023	1697253455	1	540	540	222
Fri Oct 13 20:17:34 2023	1697253454	0	541	541	517
Fri Oct 13 20:17:38 2023	1697253458	0	541	541	514
Fri Oct 13 20:17:28 2023	1697253448	1	542	543	470
Fri Oct 13 20:17:34 2023	1697253454	1	543	543	526
Fri Oct 13 20:17:24 2023	1697253444	0	543	543	522
Fri Oct 13 20:17:27 2023	1697253447	0	544	544	490
Fri Oct 13 20:17:34 2023	1697253454	0	544	544	523
Fri Oct 13 20:17:27 2023	1697253447	0	544	544	254
Fri Oct 13 20:17:27 2023	1697253447	1	545	546	378
Fri Oct 13 20:17:31 2023	1697253451	0	547	547	78
Fri Oct 13 20:17:27 2023	1697253447	0	547	547	460
Fri Oct 13 20:17:26 2023	1697253446	0	548	548	96
Fri Oct 13 20:17:34 2023	1697253454	0	548	548	527
